STRNBR,addr:street,APN,STRDIRECT,STRNAME,STRAPART,STRFRACT,BLDSQFTTAXABLE,@lat,@lon,Total Taxable Value
2139,Ashby Avenue,053 158801000,nan,ASHBY AVE,nan,nan,1970,37.8557359,-122.2647317,591056.0
1270,Alcatraz Avenue,052 144600900,nan,ALCATRAZ AVE,nan,nan,2856,37.8471619,-122.2817932,68725.0
2735,Martin Luther King Jr Way,054 172502000,nan,M L KING JR WAY,nan,nan,1713,37.8586169,-122.2712934,236247.0
2817,Woolsey Street,052 156323000,nan,WOOLSEY ST,A,nan,919,37.8545292,-122.2495387,830947.0
1111,Cowper Street,056 198201500,nan,COWPER ST,nan,nan,1253,37.8675389,-122.2909274,272106.0
2337,Oregon Street,053 168900700,nan,OREGON ST,nan,nan,1875,37.858717,-122.2601208,444638.0
1337,Cornell Avenue,060 240101900,nan,CORNELL AVE,nan,nan,3696,37.8797244,-122.2925422,415974.0
582,Euclid Avenue,063 295301700,nan,EUCLID AVE,nan,nan,1658,37.9014636,-122.2681661,109176.0
2715,Channing Way,055 186900900,nan,CHANNING WAY,nan,nan,11370,37.8677814,-122.2536089,4093000.0
1532,Beverly Place,061 262000200,nan,BEVERLY PL,nan,nan,1680,37.8857415,-122.2823884,78824.0
2440,Edwards Street,056 191901700,nan,EDWARDS ST,nan,nan,1213,37.8623557,-122.2823081,1072190.0
2112,Prince Street,052 155502000,nan,PRINCE ST,nan,nan,2602,37.8529895,-122.2654191,349134.0
1422,Addison Street,056 199700800,nan,ADDISON ST,nan,nan,3466,37.869069,-122.2829583,275958.0
60,Avis Road,062 291602300,nan,AVIS RD,nan,nan,1834,37.9001483,-122.2763939,542832.0
1614,Parker Street,054 180402000,nan,PARKER ST,nan,nan,1551,37.8606421,-122.2775442,624526.0
2550,Dana Street,055 183206200,nan,DANA ST,G17,nan,360,37.863204,-122.2606906,13064.0
1227,Curtis Street,060 241202000,nan,CURTIS ST,nan,nan,1391,37.8821453,-122.2895118,49378.0
1177,San Pablo Avenue,060 241000900,nan,SAN PABLO AVE,nan,nan,3507,37.8830668,-122.2962931,979031.0
1908,California Street,057 206800201,nan,CALIFORNIA ST,nan,nan,9784,37.8718663,-122.2802075,521263.0
1598,University Avenue,056 200300100,nan,UNIVERSITY AVE,nan,nan,3261,37.8703914,-122.2799262,327758.0
1407,Cornell Avenue,060 239901200,nan,CORNELL AVE,nan,nan,1044,37.8789957,-122.2923471,324518.0
2927,Florence Street,052 157102300,nan,FLORENCE ST,nan,nan,2575,37.8568133,-122.2581016,1191267.0
2746,California Street,054 173300600,nan,CALIFORNIA ST,nan,nan,1272,37.8574899,-122.2779473,696474.0
1515,Shattuck Avenue,059 226002201,nan,SHATTUCK AVE,nan,nan,2256,37.8796544,-122.2690441,155357.0
1317,San Pablo Avenue,060 240402703,nan,SAN PABLO AVE,nan,nan,5000,37.8801404,-122.295347,538407.0
2815,Cherry Street,053 169701700,nan,CHERRY ST,nan,nan,2212,37.8593593,-122.2519918,541648.0
2109,Eighth Street,056 197102800,nan,EIGHTH ST,nan,nan,1330,37.866877,-122.2948199,460263.0
2830,Buena Vista Way,058 224207702,nan,BUENA VISTA WAY,nan,nan,2719,37.8816662,-122.2559086,1447456.0
2335,Oak Street,061 255201401,nan,OAK ST,nan,nan,3343,37.8879449,-122.2644588,965991.0
2720,Piedmont Avenue,054 170700100,nan,PIEDMONT AVE,nan,nan,1426,37.8613884,-122.2513496,651272.0
1566,Olympus Avenue,060 248303600,nan,OLYMPUS AVE,nan,nan,3175,37.8816252,-122.249962,1700000.0
1451,Catherine Drive,059 228607400,nan,CATHERINE DR,nan,nan,2026,37.8776213,-122.2846314,1414503.0
2960,College Avenue,052 157309200,nan,COLLEGE AVE,COM,nan,0,37.8568505,-122.2532226,0.0
22,El Camino Real,064 424200400,nan,EL CAMINO REAL,nan,nan,3759,37.8564188,-122.2433117,123447.0
838,Santa Barbara Road,061 258101300,nan,SANTA BARBARA RD,nan,nan,2644,37.8941353,-122.2698709,1339727.0
1235,Queens Road,060 248604600,nan,QUEENS RD,nan,nan,1502,37.8870897,-122.2537325,1171770.0
1803,Sixth Street,057 209500101,nan,SIXTH ST,nan,nan,4586,37.8704358,-122.2980202,3002131.0
1824,Hearst Avenue,057 206302800,nan,HEARST AVE,nan,nan,1966,37.8729666,-122.2742653,309743.0
1023,Heinz Avenue,053 166002502,nan,HEINZ AVE,nan,nan,2990,37.8542693,-122.2890565,2958312.0
1807,Martin Luther King Jr Way,057 205701300,nan,M L KING JR WAY,nan,nan,3764,37.873945,-122.2729161,1208383.0
2161,Allston Way,057 203100300,nan,ALLSTON WAY,nan,nan,40885,37.869848,-122.2664735,24014777.0
3039,Deakin Street,052 157602000,nan,DEAKIN ST,nan,nan,2050,37.8544146,-122.2619178,1335471.0
1337,La Loma Avenue,060 246905300,nan,LA LOMA AVE,nan,nan,1385,37.8844907,-122.2560643,337900.0
1016,Park Hills Road,063 313002100,nan,PARK HILLS RD,nan,nan,2378,37.8952509,-122.2559098,127799.0
1626,Channing Way,055 191000101,nan,CHANNING WAY,nan,nan,3008,37.8642858,-122.2777846,1339727.0
681,Peralta Avenue,062 287701300,nan,PERALTA AVE,nan,nan,1706,37.8950718,-122.2853248,474256.0
576,Neilson Street,062 286101100,nan,NEILSON ST,nan,nan,3166,37.8969831,-122.2865805,511863.0
2349,Shattuck Avenue,055 189201600,nan,SHATTUCK AVE,nan,nan,9360,37.866518,-122.267321,1827309.0
2207,California Street,056 200703600,nan,CALIFORNIA ST,nan,nan,1571,37.867625,-122.2792113,224535.0
1815,Vine Street,059 227301700,nan,VINE ST,nan,nan,2009,37.8796752,-122.2753745,547265.0
2564,Buena Vista Way,058 224502000,nan,BUENA VISTA WAY,nan,nan,1746,37.8813394,-122.2591949,1128515.0
1510,Bonita Avenue,059 226800800,nan,BONITA AVE,nan,nan,3408,37.8790728,-122.2729561,1513681.0
3154,College Avenue,052 141004100,nan,COLLEGE AVE,COM,nan,0,37.8519426,-122.2528131,0.0
1319,Carleton Street,054 179101300,nan,CARLETON ST,nan,nan,1284,37.8593252,-122.2841263,69666.0
70,The Uplands,064 425102000,nan,THE UPLANDS,nan,nan,2623,37.8536072,-122.2452234,138396.0
1818,Milvia Street,057 205600600,nan,MILVIA ST,nan,nan,2456,37.8740823,-122.2712265,943755.0
2101,Milvia Street,057 202301701,nan,MILVIA ST,nan,nan,27297,37.870748,-122.270463,16480032.0
2734,Piedmont Avenue,054 170700400,nan,PIEDMONT AVE,nan,nan,3828,37.8609704,-122.2513081,1160011.0
50,Rock Lane,063 296105100,nan,ROCK LN,nan,nan,2221,37.896207,-122.2664947,111441.0
857,Neilson Street,062 287002400,nan,NEILSON ST,nan,nan,1291,37.8917697,-122.2863573,1036017.0
1543,Addison Street,056 200303800,nan,ADDISON ST,COM,nan,0,37.8698696,-122.2800917,0.0
1530,Lincoln Street,058 215302600,nan,LINCOLN ST,nan,nan,1711,37.8757338,-122.2813587,442869.0
750,Spruce Street,061 258200900,nan,SPRUCE ST,nan,nan,3199,37.896367,-122.269542,141568.0
1528,Sacramento Street,059 228610300,nan,SACRAMENTO ST,nan,nan,1331,37.877925,-122.2831142,419270.0
1420,Second Street,059 234100500,nan,SECOND ST,nan,nan,23564,37.8760355,-122.3055864,1124825.0
2020,Essex Street,053 159401900,nan,ESSEX ST,nan,nan,2110,37.8534966,-122.267468,791783.0
839,Allston Way,056 196501600,nan,ALLSTON WAY,nan,nan,617,37.8655485,-122.2962945,13363.0
2111,Seventh Street,056 196801800,nan,SEVENTH ST,nan,nan,2026,37.8665808,-122.2958624,1179409.0
2216,Grant Street,057 201300900,nan,GRANT ST,nan,nan,2314,37.8678307,-122.2751937,194028.0
1335,Alcatraz Avenue,052 151800500,nan,ALCATRAZ AVE,nan,nan,2768,37.8478419,-122.2799576,57306.0
2725,Channing Way,055 186900600,nan,CHANNING WAY,nan,nan,10577,37.8678841,-122.2530623,1865973.0
2201,Eunice Street,061 255702600,nan,EUNICE ST,nan,nan,2449,37.8861404,-122.2674425,1450000.0
1408,Grant Street,059 227400800,nan,GRANT ST,nan,nan,1450,37.8807675,-122.2765885,56626.0
2905,Regent Street,052 157002600,nan,REGENT ST,nan,nan,2617,37.8577566,-122.2567806,1398233.0
2037,Hearst Avenue,057 205000602,nan,HEARST AVE,nan,nan,1791,37.874028,-122.2691523,488478.0
178,Tamalpais Road,060 247300300,nan,TAMALPAIS RD,nan,nan,2197,37.8858631,-122.2596293,388363.0
1512,Spruce Street,059 225600700,nan,SPRUCE ST,nan,nan,2190,37.880073,-122.2661264,1111357.0
2521,San Pablo Avenue,054 178101700,nan,SAN PABLO AVE,nan,nan,3442,37.8158078,-122.2755519,1175652.0
2208,Ward Street,054 171702000,nan,WARD ST,nan,nan,3551,37.8596675,-122.2636895,1235124.0
1476,Scenic Avenue,059 225302801,nan,SCENIC AVE,nan,nan,1849,37.8813966,-122.2638938,478329.0
1849,Shattuck Avenue,057 204903900,nan,SHATTUCK AVE,nan,nan,0,37.8741979,-122.2683557,0.0
3050,College Avenue,052 156204300,nan,COLLEGE AVE,COM,nan,0,37.8540748,-122.2529387,0.0
1767,Euclid Avenue,058 219903100,nan,EUCLID AVE,5,nan,904,37.8766293,-122.2602197,405435.0
1708,Marin Avenue,061 261502200,nan,MARIN AVE,nan,nan,1431,37.889477,-122.2811049,1052220.0
2210,Russell Street,052 158100200,nan,RUSSELL ST,nan,nan,1930,37.8570266,-122.2632498,1382287.0
2222,Carleton Street,055 182702400,nan,CARLETON ST,nan,nan,828,37.8613183,-122.2635209,317175.0
1515,Prince Street,053 161303100,nan,PRINCE ST,COM,nan,0,37.8518287,-122.2780141,0.0
1220,Stannage Avenue,060 240601000,nan,STANNAGE AVE,nan,nan,1446,37.8818135,-122.2945834,331427.0
3034,Acton Street,053 162500600,nan,ACTON ST,nan,nan,1859,37.8517845,-122.2812838,1667093.0
1508,Virginia Street,058 215100200,nan,VIRGINIA ST,nan,nan,1125,37.8747529,-122.2820465,995202.0
2723,Marin Avenue,063 312004900,nan,MARIN AVE,nan,nan,2109,37.8984229,-122.2604647,1321914.0
1345,Josephine Street,060 244702100,nan,JOSEPHINE ST,nan,nan,2093,37.881699,-122.2750136,699478.0
1655,Portland Avenue,062 287700700,nan,PORTLAND AVE,nan,nan,1938,37.8948406,-122.2847699,475029.0
2109,Los Angeles Avenue,061 258703100,nan,LOS ANGELES AVE,nan,nan,2030,37.8894854,-122.2687418,224410.0
931,Hearst Avenue,057 209101500,nan,HEARST AVE,nan,nan,2264,37.8699268,-122.2956508,338054.0
2427,Valley Street,056 191802200,nan,VALLEY ST,nan,nan,1732,37.8626675,-122.283728,556805.0
1820,Derby Street,054 172702500,nan,DERBY ST,nan,nan,1381,37.8594749,-122.2725097,801210.0
2508,Hillegass Avenue,055 184200700,nan,HILLEGASS AVE,nan,nan,9016,37.864897,-122.256738,2740306.0
1743,Russell Street,053 167600501,nan,RUSSELL ST,nan,nan,3095,37.8560823,-122.2730655,700780.0
1710,Jaynes Street,059 227600300,nan,JAYNES ST,nan,nan,1651,37.8779494,-122.2781818,861534.0
782,Wildcat Canyon Road,063 312002200,nan,WILDCAT CANYON RD,nan,nan,3639,37.8989661,-122.2566628,483345.0
1312,Bancroft Way,056 192200201,nan,BANCROFT WAY,nan,nan,1267,37.8651447,-122.2856373,1014116.0
1030,Delaware Street,057 208701700,nan,DELAWARE ST,A,nan,1230,37.8713402,-122.2939283,914517.0
763,Contra Costa Avenue,061 257607900,nan,CONTRA COSTA AVE,nan,nan,2077,37.8951886,-122.2766869,492369.0
700,Creston Road,063 296501701,nan,CRESTON RD,nan,nan,3377,37.8999184,-122.2644983,357054.0
3018,Mabel Street,053 162700400,nan,MABEL ST,nan,nan,1700,37.8521846,-122.2837454,57986.0
1918,San Antonio Avenue,062 291605300,nan,SAN ANTONIO AVE,nan,nan,2353,37.8993933,-122.2764626,560533.0
1960,San Antonio Avenue,062 291605905,nan,SAN ANTONIO AVE,nan,nan,0,37.8984746,-122.2754167,1200000.0
843,Arlington Avenue,061 257804800,nan,ARLINGTON AVE,nan,nan,4724,37.893585,-122.2741826,497899.0
809,Hearst Avenue,057 209805400,nan,HEARST AVE,COM,nan,0,37.8694165,-122.298891,0.0
1665,Visalia Avenue,062 290302601,nan,VISALIA AVE,nan,nan,2000,37.8991534,-122.2841236,556694.0
925,Bancroft Way,056 196901700,nan,BANCROFT WAY,nan,nan,2484,37.8641154,-122.2943317,778341.0
945,Arlington Avenue,061 257803200,nan,ARLINGTON AVE,nan,nan,3622,37.8420145,-122.2763941,2223746.0
2209,Glen Avenue,060 246401500,nan,GLEN AVE,nan,nan,1836,37.8843009,-122.265912,1418000.0
2761,Mathews Street,054 174209700,nan,MATHEWS ST,nan,nan,1218,37.8557989,-122.2855818,224181.0
2430,Curtis Street,056 192901300,nan,CURTIS ST,nan,nan,1425,37.8620173,-122.2883078,225762.0
906,Creston Road,063 296701100,nan,CRESTON RD,nan,nan,1724,37.8972878,-122.2607821,1332360.0
754,Spruce Street,061 258201000,nan,SPRUCE ST,nan,nan,3384,37.8962001,-122.2695879,1695270.0
2913,Ashby Avenue,052 156503600,nan,ASHBY AVE,nan,nan,2412,37.8581255,-122.2476841,1262420.0
1312,Cedar Street,058 213801800,nan,CEDAR ST,COM,nan,0,37.8757839,-122.2878142,0.0
1736,Blake Street,054 180803300,nan,BLAKE ST,nan,nan,2632,37.8619172,-122.2746298,439770.0
2212,Jefferson Avenue,056 200701100,nan,JEFFERSON AVE,nan,nan,1432,37.8675061,-122.2785674,43941.0
1733,Sonoma Avenue,061 261702100,nan,SONOMA AVE,nan,nan,1583,37.8866037,-122.2808286,434083.0
1735,Highland Place,058 220300300,nan,HIGHLAND PL,nan,nan,16235,37.8768405,-122.2555773,4007568.0
2523,Ridge Road,058 219900800,nan,RIDGE RD,nan,nan,25785,37.8763991,-122.2595644,515466.0
1020,Creston Road,063 296801800,nan,CRESTON RD,nan,nan,2633,37.8948612,-122.2586155,1511791.0
3045,Deakin Street,052 157604700,nan,DEAKIN ST,L,nan,1471,37.8540484,-122.2618897,419017.0
1375,Acton Street,060 242802500,nan,ACTON ST,nan,nan,1104,37.8808677,-122.2851565,608999.0
1005,Keith Avenue,063 297404900,nan,KEITH AVE,nan,nan,2331,37.8904441,-122.2664847,583174.0
993,Spruce Street,063 297405302,nan,SPRUCE ST,nan,nan,2580,37.8908964,-122.2670152,356967.0
2871,San Pablo Avenue,053 166201401,nan,SAN PABLO AVE,nan,nan,2506,37.8538294,-122.2868974,405892.0
1734,Blake Street,054 180803200,nan,BLAKE ST,nan,nan,9400,37.8618175,-122.2747312,1349707.0
1551,Eighth Street,059 231201500,nan,EIGHTH ST,nan,nan,2347,37.8751869,-122.2973798,358469.0
11,Eucalyptus Road,064 424900300,nan,EUCALYPTUS RD,nan,nan,3576,37.852372,-122.2465385,1377869.0
2800,Claremont Boulevard,054 170207700,nan,CLAREMONT BLVD,nan,nan,3981,37.8604976,-122.2458719,1892106.0
1224,Stannage Avenue,060 240601100,nan,STANNAGE AVE,nan,nan,1488,37.8817019,-122.2945738,404184.0
1536,Harmon Street,052 152002100,nan,HARMON ST,nan,nan,3328,37.848809,-122.2763344,574025.0
2275,Virginia Street,058 218401300,nan,VIRGINIA ST,nan,nan,1404,37.8779857,-122.2648435,0.0
181,Vicente Road,064 422901200,nan,VICENTE RD,nan,nan,4892,37.8564464,-122.2359488,409606.0
2861,Buena Vista Way,058 224202202,nan,BUENA VISTA WAY,nan,nan,2789,37.8822226,-122.256498,1623301.0
937,Page Street,059 233401200,nan,PAGE ST,nan,nan,914,37.8771389,-122.2978157,224218.0
2644,Fulton Street,055 182600600,nan,FULTON ST,nan,nan,2052,37.8608161,-122.2647664,427812.0
2957,Benvenue Avenue,052 157301100,nan,BENVENUE AVE,nan,nan,1600,37.8563432,-122.2539392,1674660.0
3026,Shattuck Avenue,053 159300300,nan,SHATTUCK AVE,nan,nan,2261,37.8541177,-122.266604,65523.0
1135,Cragmont Avenue,063 298505900,nan,CRAGMONT AVE,nan,nan,855,37.8897013,-122.2592308,415211.0
2435,Grant Street,055 190302100,nan,GRANT ST,nan,nan,6952,37.8636169,-122.2741857,2358818.0
1124,Cowper Street,056 198300600,nan,COWPER ST,nan,nan,1547,37.8672301,-122.2903592,171165.0
888,Indian Rock Avenue,061 258002600,nan,INDIAN ROCK AVE,nan,nan,2876,37.8936123,-122.2717358,2421815.0
1624,Martin Luther King Jr Way,058 216601400,nan,M L KING JR WAY,nan,nan,3516,37.876858,-122.2738849,1269968.0
1024,Colusa Avenue,061 261600400,nan,COLUSA AVE,nan,nan,2037,37.8881574,-122.2788718,992107.0
1719,Derby Street,054 181001500,nan,DERBY ST,nan,nan,1754,37.8595856,-122.2751294,56173.0
1449,Fifth Street,059 232601600,nan,FIFTH ST,nan,nan,3430,37.8757231,-122.3011105,187776.0
163,El Camino Real,064 425901200,nan,EL CAMINO REAL,nan,nan,2620,37.8522812,-122.2405103,171918.0
689,Santa Rosa Avenue,062 289302600,nan,SANTA ROSA AVE,nan,nan,2643,37.8951744,-122.2807858,1659364.0
1518,Edith Street,059 227701400,nan,EDITH ST,nan,nan,2742,37.8783938,-122.2774366,332880.0
1542,Parker Street,054 180102900,nan,PARKER ST,nan,nan,1672,37.8604973,-122.2786959,532601.0
1877,San Pedro Avenue,062 288700700,nan,SAN PEDRO AVE,nan,nan,2733,37.8939035,-122.2779743,1305504.0
2211,Acton Street,056 199804900,nan,ACTON ST,nan,nan,1688,37.8666683,-122.2836627,208034.0
2119,Grant Street,057 201502600,nan,GRANT ST,nan,nan,2090,37.8695379,-122.2748486,309667.0
1317,Albina Avenue,060 242905400,nan,ALBINA AVE,nan,nan,1983,37.8815147,-122.2837262,118006.0
2814,Prince Street,052 156305400,nan,PRINCE ST,nan,nan,3181,37.8548562,-122.2497258,1450450.0
28,Roble Road,064 425501000,nan,ROBLE RD,nan,nan,2852,37.853489,-122.2383334,285640.0
2029,Channing Way,055 189503900,nan,CHANNING WAY,4E,nan,788,37.8659024,-122.2685753,263301.0
1088,Woodside Road,063 314003900,nan,WOODSIDE RD,nan,nan,2767,37.8931446,-122.2537587,337100.0
1641,Julia Street,053 160900700,nan,JULIA ST,nan,nan,2242,37.8549264,-122.2752374,405435.0
2116,Seventh Street,056 196500900,nan,SEVENTH ST,nan,nan,1914,37.8662459,-122.2962246,577150.0
741,Addison Street,056 196001100,nan,ADDISON ST,nan,nan,972,37.8665802,-122.2988047,365053.0
2004,Woolsey Street,052 142900200,nan,WOOLSEY ST,nan,nan,1943,37.8519833,-122.2676656,422377.0
1885,San Juan Avenue,062 291102300,nan,SAN JUAN AVE,nan,nan,2490,37.8979834,-122.2784352,135284.0
1419,Edith Street,059 227402800,nan,EDITH ST,nan,nan,1697,37.8801065,-122.2769893,458491.0
2421,Prospect Street,055 185601700,nan,PROSPECT ST,nan,nan,4746,37.8668272,-122.2494995,181886.0
2340,Ward Street,054 171602900,nan,WARD ST,nan,nan,10315,37.8600656,-122.2603704,1806149.0
1445,Grizzly Peak Boulevard,060 249304600,nan,GRIZZLY PEAK BLVD,nan,nan,1413,37.8836336,-122.2481912,579636.0
831,Miramar Avenue,062 287301200,nan,MIRAMAR AVE,nan,nan,1531,37.8922269,-122.2846106,271892.0
3131,King Street,052 154700101,nan,KING ST,nan,nan,3853,37.8509962,-122.2737648,883693.0
1075,Park Hills Road,063 314005100,nan,PARK HILLS RD,nan,nan,2804,37.8926073,-122.254127,1132505.0
1420,Hopkins Street,060 243003300,nan,HOPKINS ST,nan,nan,1918,37.879943,-122.284743,722406.0
1425,San Pablo Avenue,060 239601500,nan,SAN PABLO AVE,nan,nan,10493,37.8780881,-122.2946885,121757.0
2438,Ninth Street,056 193601600,nan,NINTH ST,nan,nan,2525,37.8610133,-122.2922627,618076.0
2418,Byron Street,056 192800700,nan,BYRON ST,nan,nan,1552,37.8623075,-122.2892104,208656.0
31,Alvarado Road,064 422600600,nan,ALVARADO RD,nan,nan,3146,37.856584,-122.2401706,841438.0
2989,College Avenue,052 156708800,nan,COLLEGE AVE,nan,nan,1417,37.8563656,-122.2528626,166219.0
1719,Carleton Street,054 180901100,nan,CARLETON ST,nan,nan,2925,37.8605102,-122.2750409,898786.0
1737,Cedar Street,059 227501900,nan,CEDAR ST,nan,nan,1735,37.877651,-122.276512,1037440.0
917,Bancroft Way,056 196901900,nan,BANCROFT WAY,nan,nan,2164,37.8640403,-122.2945595,832725.0
1144,Shattuck Avenue,061 256001100,nan,SHATTUCK AVE,nan,nan,3618,37.8869476,-122.2704096,935211.0
1442,Fifth Street,059 232500501,nan,FIFTH ST,nan,nan,925,37.8758761,-122.3016526,785947.0
1630,Bancroft Way,055 190900101,nan,BANCROFT WAY,nan,nan,4966,37.8660669,-122.2778969,1421711.0
2692,Shasta Road,060 246906720,nan,SHASTA RD,nan,nan,2334,37.8857669,-122.2583092,865823.0
1364,Ashby Avenue,053 162403500,nan,ASHBY AVE,nan,nan,1491,37.8528577,-122.2821971,191681.0
114,El Camino Real,064 424403000,nan,EL CAMINO REAL,nan,nan,5429,37.8538377,-122.2405563,903967.0
1703,San Lorenzo Avenue,062 288201400,nan,SAN LORENZO AVE,nan,nan,2171,37.8933088,-122.2838498,461142.0
2999,Regent Street,052 157305102,nan,REGENT ST,nan,nan,63090,37.8559555,-122.2563583,7273707.0
2340,Browning Street,056 192501500,nan,BROWNING ST,nan,nan,1680,37.8636296,-122.2875936,102202.0
1312,Blake Street,054 179001700,nan,BLAKE ST,nan,nan,1005,37.8606403,-122.2848284,677283.0
2601,College Avenue,055 184804500,nan,COLLEGE AVE,206,nan,619,37.8637009,-122.2533179,276873.0
1350,Hopkins Street,060 242302800,nan,HOPKINS ST,nan,nan,1420,37.8790225,-122.2865332,808746.0
1770,Spruce Street,058 218104600,nan,SPRUCE ST,COM,nan,0,37.8757574,-122.2657756,0.0
1539,Dwight Way,055 191305500,nan,DWIGHT WAY,nan,nan,1658,37.8625227,-122.2799071,441578.0
18,Tanglewood Road,054 170206800,nan,TANGLEWOOD RD,nan,nan,7825,37.8618911,-122.2452703,3330041.0
1725,Grant Street,058 216802200,nan,GRANT ST,nan,nan,1107,37.8747245,-122.2754374,194895.0
2510,Stuart Street,053 169300200,nan,STUART ST,nan,nan,2446,37.8596446,-122.256464,1090124.0
1310,Harmon Street,052 151802300,nan,HARMON ST,nan,nan,1029,37.8482535,-122.2808987,360985.0
1725,Sonoma Avenue,061 261801900,nan,SONOMA AVE,nan,nan,2459,37.886674,-122.281436,1585763.0
2028,Francisco Street,058 217603000,nan,FRANCISCO ST,2,nan,1076,37.8753638,-122.2697748,973329.0
1620,Julia Street,053 160803200,nan,JULIA ST,nan,nan,2024,37.8543857,-122.2761092,149966.0
2109,Emerson Street,053 158701500,nan,EMERSON ST,nan,nan,914,37.8547198,-122.2661317,830947.0
1728,Buena Avenue,059 228202200,nan,BUENA AVE,nan,nan,1551,37.8794514,-122.2782304,147275.0
559,Colusa Avenue,062 290202300,nan,COLUSA AVE,nan,nan,1496,37.8973066,-122.2852,943754.0
1253,Carrison Street,053 162700700,nan,CARRISON ST,nan,nan,1447,37.8520403,-122.2840889,863857.0
1008,Euclid Avenue,063 297203700,nan,EUCLID AVE,nan,nan,1784,37.8913107,-122.2650872,1500000.0
1109,Cowper Street,056 198201600,nan,COWPER ST,nan,nan,3349,37.8675112,-122.2910208,2000000.0
1543,Virginia Street,058 215300500,nan,VIRGINIA ST,nan,nan,1004,37.8753284,-122.2806442,215053.0
2220,Sacramento Street,056 199805400,nan,SACRAMENTO ST,4,nan,713,37.8664831,-122.2825232,304575.0
2317,Hearst Avenue,058 219000500,nan,HEARST AVE,nan,nan,7754,37.8748949,-122.2630694,3143105.0
1936,Delaware Street,057 205600200,nan,DELAWARE ST,nan,nan,2587,37.8742958,-122.2716507,1536535.0
812,Oxford Street,061 258401900,nan,OXFORD ST,nan,nan,2826,37.892506,-122.2721304,344570.0
1610,Rose Street,059 228000300,nan,ROSE ST,nan,nan,1882,37.8796289,-122.2804054,78371.0
1635,Scenic Avenue,058 219503100,nan,SCENIC AVE,2,nan,1430,37.8786824,-122.2626973,297153.0
2031,Woolsey Street,052 155400500,nan,WOOLSEY ST,nan,nan,1436,37.85251,-122.2666434,65079.0
1608,Walnut Street,058 217800500,nan,WALNUT ST,nan,nan,4473,37.878209,-122.2682873,124579.0
1501,Le Roy Avenue,058 224402000,nan,LE ROY AVE,nan,nan,2980,37.881792,-122.2601791,733453.0
2215,Ninth Street,056 197502900,nan,NINTH ST,nan,nan,2048,37.8654655,-122.2931365,612758.0
1321,Lincoln Street,058 213800400,nan,LINCOLN ST,nan,nan,1308,37.8754008,-122.287787,1562328.0
75,Fairlawn Drive,060 248601500,nan,FAIRLAWN DR,nan,nan,1462,37.8871915,-122.2521778,114386.0
